timestamp,xbtusd_bid,xbtusd_ask,xbtm19_bid,xbtm19_ask,delta,zeta,position
2019-06-02T18:26:30.000Z,8677,8677.5,8752,8753,74.5,76,
2019-06-02T18:26:31.155Z,8677,8677.5,8752,8753,74.5,76,
2019-06-02T18:26:31.155Z,8677,8677.5,8752,8753,74.5,76,
2019-06-02T18:26:33.478Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:35.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:35.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:35.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:36.536Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:36.536Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:40.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:40.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:40.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:42.313Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:42.313Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:45.035Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:45.035Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:45.035Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:45.035Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:50.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:50.582Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:50.582Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:53.542Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:53.542Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:55.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:55.905Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:55.905Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:55.905Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:59.257Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:26:59.257Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:00.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:02.849Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:03.809Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:03.809Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:05.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:05.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:05.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:05.000Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:07.508Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:07.508Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:07.508Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:12.615Z,8677,8677.5,8753.5,8754,76.0,77,
2019-06-02T18:27:12.615Z,8677,8677.5,8753.5,8754,76.0,77,
