timestamp,xbtusd_bid,xbtusd_ask,xbtm19_bid,xbtm19_ask
2019-05-28T18:24:56.928Z,8730,8730.5,8923.5,8924
2019-05-28T18:24:56.928Z,8730,8730.5,8923.5,8924
2019-05-28T18:24:56.928Z,8730,8730.5,8923.5,8924
2019-05-28T18:24:56.928Z,8730,8730.5,8923.5,8924
2019-05-28T18:24:59.981Z,8729.5,8730,8916,8917
2019-05-28T18:25:00.000Z,8729.5,8730,8916,8917
2019-05-28T18:25:00.000Z,8729.5,8730,8916,8917
2019-05-28T18:25:02.771Z,8729.5,8730,8916,8917
2019-05-28T18:25:03.590Z,8729.5,8730,8916,8917
2019-05-28T18:25:03.590Z,8729.5,8730,8916,8917
2019-05-28T18:25:03.590Z,8729.5,8730,8916,8917
2019-05-28T18:25:04.845Z,8729.5,8730,8916,8917
2019-05-28T18:25:07.492Z,8727.5,8728.5,8914.5,8916
2019-05-28T18:25:07.815Z,8727.5,8728.5,8914.5,8916
2019-05-28T18:25:08.343Z,8727.5,8728.5,8914.5,8916
2019-05-28T18:25:09.131Z,8720.5,8721,8909.5,8915
2019-05-28T18:25:12.265Z,8720.5,8721,8909.5,8915
2019-05-28T18:25:13.138Z,8720.5,8721,8909.5,8915
2019-05-28T18:25:13.325Z,8720.5,8721,8909.5,8915
2019-05-28T18:25:15.611Z,8718,8718.5,8909,8909.5
2019-05-28T18:25:17.392Z,8718,8718.5,8909,8909.5
2019-05-28T18:25:17.935Z,8718,8718.5,8909,8909.5
2019-05-28T18:25:17.935Z,8718,8718.5,8909,8909.5
2019-05-28T18:25:20.995Z,8718,8718.5,8909,8910.5
2019-05-28T18:25:22.338Z,8718,8718.5,8909,8910.5
2019-05-28T18:25:22.792Z,8718,8718.5,8909,8910.5
2019-05-28T18:25:23.116Z,8718,8718.5,8909,8910.5
2019-05-28T18:25:23.410Z,8718,8718.5,8909,8910.5
2019-05-28T18:25:25.856Z,8729.5,8730,8910,8910.5
2019-05-28T18:25:26.891Z,8729.5,8730,8910,8910.5
2019-05-28T18:25:28.875Z,8729.5,8730,8910,8910.5
2019-05-28T18:25:29.552Z,8730.5,8731,8915,8915.5
2019-05-28T18:25:29.552Z,8730.5,8731,8915,8915.5
2019-05-28T18:25:30.943Z,8730.5,8731,8915,8915.5
2019-05-28T18:25:32.619Z,8730.5,8731,8915,8915.5
2019-05-28T18:25:32.957Z,8730.5,8731,8915,8915.5
2019-05-28T18:25:32.957Z,8730.5,8731,8915,8915.5
2019-05-28T18:25:32.957Z,8730.5,8731,8915,8915.5
2019-05-28T18:25:34.912Z,8730.5,8731,8919,8920.5
2019-05-28T18:25:37.673Z,8730.5,8731,8919,8920.5
2019-05-28T18:25:38.094Z,8730.5,8731,8919,8920.5
2019-05-28T18:25:38.178Z,8730.5,8731,8919,8920.5
2019-05-28T18:25:40.603Z,8730.5,8731,8923.5,8924.5
2019-05-28T18:25:41.911Z,8730.5,8731,8923.5,8924.5
2019-05-28T18:25:42.780Z,8730.5,8731,8923.5,8924.5
2019-05-28T18:25:42.780Z,8730.5,8731,8923.5,8924.5
2019-05-28T18:25:42.780Z,8730.5,8731,8923.5,8924.5
2019-05-28T18:25:45.975Z,8730.5,8731,8923.5,8924
2019-05-28T18:25:46.657Z,8730.5,8731,8923.5,8924
2019-05-28T18:25:47.429Z,8730.5,8731,8923.5,8924
2019-05-28T18:25:47.429Z,8730.5,8731,8923.5,8924
2019-05-28T18:25:47.429Z,8730.5,8731,8923.5,8924
2019-05-28T18:25:50.957Z,8730.5,8731,8925.5,8926.5
2019-05-28T18:25:50.957Z,8730.5,8731,8925.5,8926.5
2019-05-28T18:25:50.957Z,8730.5,8731,8925.5,8926.5
2019-05-28T18:25:54.044Z,8730.5,8731,8925,8925.5
2019-05-28T18:25:55.517Z,8730.5,8731,8925,8925.5
2019-05-28T18:25:55.978Z,8730.5,8731,8925,8925.5
2019-05-28T18:25:57.488Z,8730.5,8731,8925,8925.5
2019-05-28T18:25:57.488Z,8730.5,8731,8925,8925.5
2019-05-28T18:25:59.571Z,8730.5,8731,8925,8925.5
2019-05-28T18:25:59.956Z,8730.5,8731,8925,8925.5
2019-05-28T18:25:59.956Z,8730.5,8731,8925,8925.5
2019-05-28T18:26:00.000Z,8730.5,8731,8925,8925.5
2019-05-28T18:26:02.413Z,8730.5,8731,8925,8925.5
2019-05-28T18:26:03.341Z,8730.5,8731,8925,8925.5
2019-05-28T18:26:03.341Z,8730.5,8731,8925,8925.5
2019-05-28T18:26:05.048Z,8730.5,8731,8923.5,8925.5
2019-05-28T18:26:07.026Z,8730.5,8731,8923.5,8925.5
2019-05-28T18:26:07.026Z,8730.5,8731,8923.5,8925.5
2019-05-28T18:26:08.629Z,8730.5,8731,8923.5,8925.5
2019-05-28T18:26:09.322Z,8729.5,8730,8921,8923.5
2019-05-28T18:26:10.456Z,8729.5,8730,8921,8923.5
2019-05-28T18:26:12.530Z,8729.5,8730,8921,8923.5
2019-05-28T18:26:13.374Z,8729.5,8730,8921,8923.5
2019-05-28T18:26:14.301Z,8726,8726.5,8921,8921.5
2019-05-28T18:26:15.422Z,8726,8726.5,8921,8921.5
2019-05-28T18:26:17.501Z,8726,8726.5,8921,8921.5
2019-05-28T18:26:17.501Z,8726,8726.5,8921,8921.5
2019-05-28T18:26:18.290Z,8726,8726.5,8921,8921.5
2019-05-28T18:26:18.290Z,8726,8726.5,8921,8921.5
2019-05-28T18:26:20.531Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:22.126Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:22.126Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:22.126Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:23.885Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:27.291Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:27.612Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:27.852Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:28.728Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:29.942Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:31.773Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:31.773Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:32.990Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:33.736Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:35.398Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:36.697Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:37.399Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:37.645Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:37.945Z,8726,8726.5,8920.5,8921
2019-05-28T18:26:39.863Z,8729.5,8730,8920.5,8921
2019-05-28T18:26:41.734Z,8729.5,8730,8920.5,8921
2019-05-28T18:26:41.734Z,8729.5,8730,8920.5,8921
2019-05-28T18:26:43.007Z,8729.5,8730,8920.5,8921
2019-05-28T18:26:43.007Z,8729.5,8730,8920.5,8921
2019-05-28T18:26:45.081Z,8730,8730.5,8920.5,8921
2019-05-28T18:26:45.081Z,8730,8730.5,8920.5,8921
2019-05-28T18:26:47.841Z,8730,8730.5,8920.5,8921
2019-05-28T18:26:47.841Z,8730,8730.5,8920.5,8921
2019-05-28T18:26:49.110Z,8730,8730.5,8920.5,8921
2019-05-28T18:26:50.815Z,8730,8730.5,8924,8924.5
2019-05-28T18:26:51.943Z,8730,8730.5,8924,8924.5
2019-05-28T18:26:52.934Z,8730,8730.5,8924,8924.5
2019-05-28T18:26:53.454Z,8730,8730.5,8924,8924.5
2019-05-28T18:26:53.809Z,8730,8730.5,8924,8924.5
2019-05-28T18:26:55.760Z,8731,8731.5,8924.5,8925
2019-05-28T18:26:57.579Z,8731,8731.5,8924.5,8925
2019-05-28T18:26:58.090Z,8731,8731.5,8924.5,8925
2019-05-28T18:26:58.501Z,8731,8731.5,8924.5,8925
2019-05-28T18:26:59.120Z,8731,8731.5,8924.5,8925.5
2019-05-28T18:27:00.977Z,8731,8731.5,8924.5,8925.5
2019-05-28T18:27:00.977Z,8731,8731.5,8924.5,8925.5
2019-05-28T18:27:03.230Z,8731,8731.5,8924.5,8925.5
2019-05-28T18:27:03.938Z,8731,8731.5,8924.5,8925.5
2019-05-28T18:27:05.622Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:05.947Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:07.955Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:08.301Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:08.584Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:08.818Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:11.850Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:13.061Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:13.061Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:14.941Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:15.940Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:17.403Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:17.403Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:18.412Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:19.604Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:21.620Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:21.620Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:21.620Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:21.620Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:25.000Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:26.932Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:26.932Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:26.932Z,8731,8731.5,8925,8925.5
2019-05-28T18:27:29.070Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:29.875Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:30.707Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:30.707Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:30.707Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:30.707Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:35.000Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:37.511Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:37.511Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:37.511Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:38.795Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:40.981Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:42.150Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:43.059Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:43.059Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:43.059Z,8731,8731.5,8928.5,8929
2019-05-28T18:27:45.704Z,8731.5,8732,8928.5,8929
2019-05-28T18:27:45.704Z,8731.5,8732,8928.5,8929
2019-05-28T18:27:45.704Z,8731.5,8732,8928.5,8929
2019-05-28T18:27:48.031Z,8731.5,8732,8928.5,8929
2019-05-28T18:27:49.865Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:50.000Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:50.000Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:52.951Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:53.458Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:53.695Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:55.941Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:55.941Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:55.941Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:59.179Z,8739.5,8740,8928.5,8929
2019-05-28T18:27:59.179Z,8739.5,8740,8928.5,8929
2019-05-28T18:28:01.590Z,8739.5,8740,8928.5,8929
2019-05-28T18:28:01.590Z,8739.5,8740,8928.5,8929
2019-05-28T18:28:01.590Z,8739.5,8740,8928.5,8929
2019-05-28T18:28:02.485Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:02.485Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:06.630Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:06.630Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:06.630Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:06.630Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:10.059Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:11.262Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:12.724Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:14.384Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:15.573Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:17.054Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:17.054Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:17.054Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:17.054Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:20.566Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:20.566Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:20.566Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:20.566Z,8739.5,8740,8934,8934.5
2019-05-28T18:28:23.456Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:25.694Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:25.694Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:27.870Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:28.280Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:29.494Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:30.578Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:30.578Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:30.578Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:30.578Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:30.578Z,8739.5,8740,8931.5,8932
2019-05-28T18:28:35.218Z,8739.5,8740,8930.5,8931.5
2019-05-28T18:28:35.218Z,8739.5,8740,8930.5,8931.5
2019-05-28T18:28:35.218Z,8739.5,8740,8930.5,8931.5
2019-05-28T18:28:38.725Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:38.725Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:40.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:40.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:43.294Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:44.832Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:44.832Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:45.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:45.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:45.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:50.150Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:50.150Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:50.150Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:50.150Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:50.150Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:54.128Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:54.128Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:56.840Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:56.840Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:58.329Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:58.329Z,8739.5,8740,8930.5,8931
2019-05-28T18:28:59.863Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:00.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:00.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:00.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:03.669Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:04.573Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:07.551Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:07.551Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:07.551Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:07.551Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:10.330Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:10.330Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:10.330Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:13.368Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:14.300Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:15.891Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:17.446Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:17.446Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:19.254Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:21.424Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:21.424Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:23.524Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:24.649Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:24.649Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:25.371Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:27.178Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:27.178Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:27.178Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:27.178Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:27.178Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:30.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:30.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:30.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:34.223Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:35.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:35.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:35.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:35.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:37.949Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:41.720Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:41.720Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:41.720Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:44.840Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:44.840Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:45.106Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:45.106Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:45.106Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:48.920Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:50.336Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:52.205Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:52.205Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:52.205Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:52.205Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:55.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:56.646Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:56.646Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:56.646Z,8739.5,8740,8930.5,8931
2019-05-28T18:29:59.996Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:00.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:00.000Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:02.261Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:03.314Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:03.314Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:05.639Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:05.639Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:05.639Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:09.531Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:10.821Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:10.821Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:10.821Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:10.821Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:13.500Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:13.500Z,8739.5,8740,8930.5,8931
2019-05-28T18:30:15.000Z,8743,8743.5,8934.5,8935
2019-05-28T18:30:17.530Z,8743,8743.5,8934.5,8935
2019-05-28T18:30:18.158Z,8743,8743.5,8934.5,8935
2019-05-28T18:30:18.662Z,8743,8743.5,8934.5,8935
